MSA,Year,HPI (Not Seasonally Adjusted)
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1991,101.12
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1992,102.2575
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1993,102.65
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1994,101.34
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1995,101.0975
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1996,101.59
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1997,102.1475
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1998,104.8125
"Frederick-Gaithersburg-Rockville, MD (MSAD)",1999,109.335
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2000,118.0975
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2001,130.475
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2002,148.0725
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2003,164.9425
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2004,195.495
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2005,237.5325
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2006,261.095
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2007,256.2075
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2008,232.8275
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2009,214.09
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2010,210.715
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2011,207.0475
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2012,207.3925
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2013,214.4575
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2014,220.6125
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2015,224.8775
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2016,230.9875
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2017,236.3325
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2018,241.39
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2019,247.285
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2020,255.32
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2021,282.4675
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2022,314.465
"Frederick-Gaithersburg-Rockville, MD (MSAD)",2023,324.815
"Fresno, CA",1977,43.8925
"Fresno, CA",1978,53.89
"Fresno, CA",1979,63.83
"Fresno, CA",1980,70.6075
"Fresno, CA",1981,75.405
"Fresno, CA",1982,74.1725
"Fresno, CA",1983,72.8625
"Fresno, CA",1984,73.61
"Fresno, CA",1985,73.775
"Fresno, CA",1986,76.535
"Fresno, CA",1987,78.3075
"Fresno, CA",1988,79.9425
"Fresno, CA",1989,83.94
"Fresno, CA",1990,92.1525
"Fresno, CA",1991,101.26
"Fresno, CA",1992,104.99
"Fresno, CA",1993,105.55
"Fresno, CA",1994,102.6475
"Fresno, CA",1995,101.915
"Fresno, CA",1996,101.35
"Fresno, CA",1997,101.5025
"Fresno, CA",1998,104.5025
"Fresno, CA",1999,105.5575
"Fresno, CA",2000,109.6425
"Fresno, CA",2001,119.25
"Fresno, CA",2002,135.045
"Fresno, CA",2003,159.6725
"Fresno, CA",2004,200.7325
"Fresno, CA",2005,252.8025
"Fresno, CA",2006,283.6175
"Fresno, CA",2007,265.6625
"Fresno, CA",2008,208.49
"Fresno, CA",2009,173.5275
"Fresno, CA",2010,163.8625
"Fresno, CA",2011,149.1825
"Fresno, CA",2012,148.795
"Fresno, CA",2013,164.37
"Fresno, CA",2014,182.8225
"Fresno, CA",2015,193.505
"Fresno, CA",2016,203.6475
"Fresno, CA",2017,219.9775
"Fresno, CA",2018,235.155
"Fresno, CA",2019,245.37
"Fresno, CA",2020,257.915
"Fresno, CA",2021,299.53
"Fresno, CA",2022,351.215
"Fresno, CA",2023,357.435
"Gadsden, AL",1993,93.32
"Gadsden, AL",1994,97.155
"Gadsden, AL",1995,102.795
"Gadsden, AL",1996,109.9475
"Gadsden, AL",1997,115.5425
"Gadsden, AL",1998,124.4925
"Gadsden, AL",1999,124.6325
"Gadsden, AL",2000,127.9975
"Gadsden, AL",2001,135.6775
"Gadsden, AL",2002,141.49
"Gadsden, AL",2003,149.11
"Gadsden, AL",2004,153.695
"Gadsden, AL",2005,162.62
"Gadsden, AL",2006,170.3975
"Gadsden, AL",2007,178.0625
"Gadsden, AL",2008,182.005
"Gadsden, AL",2009,181.5725
"Gadsden, AL",2010,175.98
"Gadsden, AL",2011,174.0425
"Gadsden, AL",2012,175.5375
"Gadsden, AL",2013,176.9325
"Gadsden, AL",2014,173.8675
"Gadsden, AL",2015,177.5125
"Gadsden, AL",2016,178.55
"Gadsden, AL",2017,180.16
"Gadsden, AL",2018,186.69
"Gadsden, AL",2019,192.8575
"Gadsden, AL",2020,204.3575
"Gadsden, AL",2021,230.995
"Gadsden, AL",2022,271.9575
"Gadsden, AL",2023,279.4
"Gainesville, FL",1984,78.60333333
"Gainesville, FL",1985,77.9275
"Gainesville, FL",1986,84.1275
"Gainesville, FL",1987,84.5275
"Gainesville, FL",1988,83.92
"Gainesville, FL",1989,87.345
"Gainesville, FL",1990,88.865
"Gainesville, FL",1991,89.9
"Gainesville, FL",1992,92.6125
"Gainesville, FL",1993,94.805
"Gainesville, FL",1994,98.5525
"Gainesville, FL",1995,101.965
"Gainesville, FL",1996,104.9725
"Gainesville, FL",1997,109.725
"Gainesville, FL",1998,113.725
"Gainesville, FL",1999,117.4275
"Gainesville, FL",2000,121.47
"Gainesville, FL",2001,132.0275
"Gainesville, FL",2002,140.995
"Gainesville, FL",2003,152.0525
"Gainesville, FL",2004,174.1975
"Gainesville, FL",2005,206.635
"Gainesville, FL",2006,239.3875
"Gainesville, FL",2007,249.315
"Gainesville, FL",2008,230.9
"Gainesville, FL",2009,212.93
"Gainesville, FL",2010,194.7975
"Gainesville, FL",2011,178.74
"Gainesville, FL",2012,165.87
"Gainesville, FL",2013,168.735
"Gainesville, FL",2014,176.0375
"Gainesville, FL",2015,188.03
"Gainesville, FL",2016,197.395
"Gainesville, FL",2017,211.6475
"Gainesville, FL",2018,228.0325
"Gainesville, FL",2019,241.6925
"Gainesville, FL",2020,256.9375
"Gainesville, FL",2021,294.1425
"Gainesville, FL",2022,352.87
"Gainesville, FL",2023,370.155
"Gainesville, GA",1986,78.96
"Gainesville, GA",1987,81.9325
"Gainesville, GA",1988,86.9775
"Gainesville, GA",1989,87.9275
"Gainesville, GA",1990,89.125
"Gainesville, GA",1991,88.8975
"Gainesville, GA",1992,91.775
"Gainesville, GA",1993,94.8375
"Gainesville, GA",1994,98.315
"Gainesville, GA",1995,103.0675
"Gainesville, GA",1996,108.9025
"Gainesville, GA",1997,114.8225
"Gainesville, GA",1998,122.365
"Gainesville, GA",1999,129.2875
"Gainesville, GA",2000,137.6375
"Gainesville, GA",2001,148.1225
"Gainesville, GA",2002,154.715
"Gainesville, GA",2003,160.15
"Gainesville, GA",2004,167.5025
"Gainesville, GA",2005,177.425
"Gainesville, GA",2006,187.54
"Gainesville, GA",2007,193.7475
"Gainesville, GA",2008,189.9825
"Gainesville, GA",2009,178.34
"Gainesville, GA",2010,159.72
"Gainesville, GA",2011,144.1575
"Gainesville, GA",2012,136.9325
"Gainesville, GA",2013,142.6875
"Gainesville, GA",2014,157.0275
"Gainesville, GA",2015,170.56
"Gainesville, GA",2016,180.7325
"Gainesville, GA",2017,193.805
"Gainesville, GA",2018,207.51
"Gainesville, GA",2019,219.11
"Gainesville, GA",2020,233.7375
"Gainesville, GA",2021,272.5225
"Gainesville, GA",2022,343.33
"Gainesville, GA",2023,355.815
"Gary, IN (MSAD)",1978,51.415
"Gary, IN (MSAD)",1979,57.1975
"Gary, IN (MSAD)",1980,59.2175
"Gary, IN (MSAD)",1981,61.73
"Gary, IN (MSAD)",1982,59.72
"Gary, IN (MSAD)",1983,59.69
"Gary, IN (MSAD)",1984,58.0925
"Gary, IN (MSAD)",1985,59.0475
"Gary, IN (MSAD)",1986,60.5975
"Gary, IN (MSAD)",1987,62.165
"Gary, IN (MSAD)",1988,66.4175
"Gary, IN (MSAD)",1989,72.66
"Gary, IN (MSAD)",1990,78.6125
"Gary, IN (MSAD)",1991,84.105
"Gary, IN (MSAD)",1992,88.9625
"Gary, IN (MSAD)",1993,94.0725
"Gary, IN (MSAD)",1994,98.9725
"Gary, IN (MSAD)",1995,102.91
"Gary, IN (MSAD)",1996,107.085
"Gary, IN (MSAD)",1997,109.9675
"Gary, IN (MSAD)",1998,113.9425
"Gary, IN (MSAD)",1999,116.2
"Gary, IN (MSAD)",2000,118.7075
"Gary, IN (MSAD)",2001,124.5125
"Gary, IN (MSAD)",2002,128.455
"Gary, IN (MSAD)",2003,132.6875
"Gary, IN (MSAD)",2004,137.895
"Gary, IN (MSAD)",2005,146
"Gary, IN (MSAD)",2006,152.625
"Gary, IN (MSAD)",2007,157.33
"Gary, IN (MSAD)",2008,155.9725
"Gary, IN (MSAD)",2009,151.1775
"Gary, IN (MSAD)",2010,147.76
"Gary, IN (MSAD)",2011,143.75
"Gary, IN (MSAD)",2012,143.3825
"Gary, IN (MSAD)",2013,145.3
"Gary, IN (MSAD)",2014,148.1775
"Gary, IN (MSAD)",2015,152.8975
"Gary, IN (MSAD)",2016,156.44
"Gary, IN (MSAD)",2017,161.7875
"Gary, IN (MSAD)",2018,170.88
"Gary, IN (MSAD)",2019,179.755
"Gary, IN (MSAD)",2020,189.445
"Gary, IN (MSAD)",2021,215.2725
"Gary, IN (MSAD)",2022,246.43
"Gary, IN (MSAD)",2023,256.015
Georgia,1975,73.4575
Georgia,1976,75.4675
Georgia,1977,77.6
Georgia,1978,84.3875
Georgia,1979,91.7375
Georgia,1980,101.3425
Georgia,1981,109.145
Georgia,1982,114.98
Georgia,1983,119.5
Georgia,1984,126.105
Georgia,1985,133.335
Georgia,1986,142.92
Georgia,1987,150.72
Georgia,1988,156.2025
Georgia,1989,159.46
Georgia,1990,160.0925
Georgia,1991,161.7975
Georgia,1992,166.01
Georgia,1993,170.61
Georgia,1994,174.4575
Georgia,1995,180.9175
Georgia,1996,189.14
Georgia,1997,197.5075
Georgia,1998,209.4825
Georgia,1999,222.1225
Georgia,2000,235.545
Georgia,2001,252.765
Georgia,2002,264.1975
Georgia,2003,274.2875
Georgia,2004,286.5825
Georgia,2005,302.67
Georgia,2006,316.515
Georgia,2007,325.6225
Georgia,2008,318.295
Georgia,2009,303.795
Georgia,2010,282.0825
Georgia,2011,260.85
Georgia,2012,250.6025
Georgia,2013,260.6775
Georgia,2014,278.3175
Georgia,2015,295.9025
Georgia,2016,314.0975
Georgia,2017,333.03
Georgia,2018,357.5775
Georgia,2019,378.825
Georgia,2020,401.185
Georgia,2021,462.645
Georgia,2022,562.5325
Georgia,2023,594.22
"Gettysburg, PA",1989,88.99
"Gettysburg, PA",1990,91.9625
"Gettysburg, PA",1991,94.4125
"Gettysburg, PA",1992,97.8075
"Gettysburg, PA",1993,100.1075
"Gettysburg, PA",1994,103
"Gettysburg, PA",1995,103.8525
"Gettysburg, PA",1996,105.7575
"Gettysburg, PA",1997,109.115
"Gettysburg, PA",1998,113.2125
"Gettysburg, PA",1999,116.4775
"Gettysburg, PA",2000,119.7725
"Gettysburg, PA",2001,125.85
"Gettysburg, PA",2002,132.03
"Gettysburg, PA",2003,139.1775
"Gettysburg, PA",2004,155.945
"Gettysburg, PA",2005,185.0075
"Gettysburg, PA",2006,208.355
"Gettysburg, PA",2007,217.6175
"Gettysburg, PA",2008,215.7575
"Gettysburg, PA",2009,201.5975
"Gettysburg, PA",2010,192.685
"Gettysburg, PA",2011,182.4025
"Gettysburg, PA",2012,177.005
"Gettysburg, PA",2013,175.3225
"Gettysburg, PA",2014,173.555
"Gettysburg, PA",2015,181.08
"Gettysburg, PA",2016,185.765
"Gettysburg, PA",2017,190.56
"Gettysburg, PA",2018,196.695
"Gettysburg, PA",2019,203.42
"Gettysburg, PA",2020,211.9775
"Gettysburg, PA",2021,236.2375
"Gettysburg, PA",2022,266.5725
"Gettysburg, PA",2023,278.65
"Glens Falls, NY",1991,99.23
"Glens Falls, NY",1992,100.9625
"Glens Falls, NY",1993,102.7725
"Glens Falls, NY",1994,98.265
"Glens Falls, NY",1995,101.2525
"Glens Falls, NY",1996,95.7375
"Glens Falls, NY",1997,93.5625
"Glens Falls, NY",1998,99.0775
"Glens Falls, NY",1999,99.05
"Glens Falls, NY",2000,101.845
"Glens Falls, NY",2001,108.735
"Glens Falls, NY",2002,117.4325
"Glens Falls, NY",2003,127.03
"Glens Falls, NY",2004,144.6575
"Glens Falls, NY",2005,168.7375
"Glens Falls, NY",2006,187.5125
"Glens Falls, NY",2007,197.3275
"Glens Falls, NY",2008,199.7975
"Glens Falls, NY",2009,192.9375
"Glens Falls, NY",2010,189.6
"Glens Falls, NY",2011,183.925
"Glens Falls, NY",2012,184.8475
"Glens Falls, NY",2013,182.41
"Glens Falls, NY",2014,182.325
"Glens Falls, NY",2015,184.8525
"Glens Falls, NY",2016,182.415
"Glens Falls, NY",2017,191.3325
"Glens Falls, NY",2018,194.3875
"Glens Falls, NY",2019,200.52
"Glens Falls, NY",2020,214.5325
"Glens Falls, NY",2021,240.7125
"Glens Falls, NY",2022,273.3325
"Glens Falls, NY",2023,279.395
"Goldsboro, NC",1990,87.07333333
"Goldsboro, NC",1991,88.505
"Goldsboro, NC",1992,93.1925
"Goldsboro, NC",1993,94.545
"Goldsboro, NC",1994,98.4625
"Goldsboro, NC",1995,103.5925
"Goldsboro, NC",1996,106.99
"Goldsboro, NC",1997,110.0025
"Goldsboro, NC",1998,114.83
"Goldsboro, NC",1999,117.7025
"Goldsboro, NC",2000,121.97
"Goldsboro, NC",2001,127.0125
"Goldsboro, NC",2002,130.05
"Goldsboro, NC",2003,134.61
"Goldsboro, NC",2004,138.5025
"Goldsboro, NC",2005,144.395
"Goldsboro, NC",2006,151.82
"Goldsboro, NC",2007,156.5825
"Goldsboro, NC",2008,159.3625
"Goldsboro, NC",2009,160.69
"Goldsboro, NC",2010,158.18
"Goldsboro, NC",2011,153.78
"Goldsboro, NC",2012,155.065
"Goldsboro, NC",2013,156.83
"Goldsboro, NC",2014,151.6825
"Goldsboro, NC",2015,154.5675
"Goldsboro, NC",2016,158.2525
"Goldsboro, NC",2017,156.42
"Goldsboro, NC",2018,160.59
"Goldsboro, NC",2019,165.455
"Goldsboro, NC",2020,171.42
"Goldsboro, NC",2021,194.535
"Goldsboro, NC",2022,234.51
"Goldsboro, NC",2023,249.745
"Grand Forks, ND-MN",1987,73.1
"Grand Forks, ND-MN",1988,75.26
"Grand Forks, ND-MN",1989,77.55666667
"Grand Forks, ND-MN",1990,79.0675
"Grand Forks, ND-MN",1991,80.41
"Grand Forks, ND-MN",1992,83.985
"Grand Forks, ND-MN",1993,88.7575
"Grand Forks, ND-MN",1994,97.22
"Grand Forks, ND-MN",1995,101.3525
"Grand Forks, ND-MN",1996,105.2725
"Grand Forks, ND-MN",1997,105.6925
"Grand Forks, ND-MN",1998,112.8675
"Grand Forks, ND-MN",1999,113.05
"Grand Forks, ND-MN",2000,114.07
"Grand Forks, ND-MN",2001,118.54
"Grand Forks, ND-MN",2002,123.4125
"Grand Forks, ND-MN",2003,129.33
"Grand Forks, ND-MN",2004,140.2225
"Grand Forks, ND-MN",2005,154.1325
"Grand Forks, ND-MN",2006,164.1275
"Grand Forks, ND-MN",2007,170.4125
"Grand Forks, ND-MN",2008,173.425
"Grand Forks, ND-MN",2009,174.1525
"Grand Forks, ND-MN",2010,174.4625
"Grand Forks, ND-MN",2011,176.8475
"Grand Forks, ND-MN",2012,182.9525
"Grand Forks, ND-MN",2013,196.3475
"Grand Forks, ND-MN",2014,211.98
"Grand Forks, ND-MN",2015,222.4025
"Grand Forks, ND-MN",2016,232.955
"Grand Forks, ND-MN",2017,238.13
"Grand Forks, ND-MN",2018,237.7075
"Grand Forks, ND-MN",2019,242.915
"Grand Forks, ND-MN",2020,248.74
"Grand Forks, ND-MN",2021,265.8025
"Grand Forks, ND-MN",2022,295.7425
"Grand Forks, ND-MN",2023,289.22
"Grand Island, NE",1991,79
"Grand Island, NE",1992,83.26
"Grand Island, NE",1993,88.8975
"Grand Island, NE",1994,98.495
"Grand Island, NE",1995,102.935
"Grand Island, NE",1996,107.295
"Grand Island, NE",1997,112.7225
"Grand Island, NE",1998,114.6075
"Grand Island, NE",1999,117.8175
"Grand Island, NE",2000,120.2
"Grand Island, NE",2001,124.2025
"Grand Island, NE",2002,127.8225
"Grand Island, NE",2003,130.9275
"Grand Island, NE",2004,136.5775
"Grand Island, NE",2005,144.31
"Grand Island, NE",2006,151.0475
"Grand Island, NE",2007,153.9275
"Grand Island, NE",2008,155.8825
"Grand Island, NE",2009,156.2925
"Grand Island, NE",2010,155.55
"Grand Island, NE",2011,157.505
"Grand Island, NE",2012,161.87
"Grand Island, NE",2013,168.96
"Grand Island, NE",2014,178.995
"Grand Island, NE",2015,185.3375
"Grand Island, NE",2016,190.8275
"Grand Island, NE",2017,199.6575
"Grand Island, NE",2018,210.47
"Grand Island, NE",2019,219.6575
"Grand Island, NE",2020,228.3575
"Grand Island, NE",2021,254.8125
"Grand Island, NE",2022,301.1225
"Grand Island, NE",2023,312
"Grand Junction, CO",1979,60.33
"Grand Junction, CO",1980,64.0325
"Grand Junction, CO",1981,68.96333333
"Grand Junction, CO",1982,82.78
"Grand Junction, CO",1983,78.65
"Grand Junction, CO",1984,65.7225
"Grand Junction, CO",1985,56.83
"Grand Junction, CO",1986,57.185
"Grand Junction, CO",1987,58.2775
"Grand Junction, CO",1988,61.6425
"Grand Junction, CO",1989,66.2075
"Grand Junction, CO",1990,70.825
"Grand Junction, CO",1991,75.6625
"Grand Junction, CO",1992,78.3375
"Grand Junction, CO",1993,85.2
"Grand Junction, CO",1994,95.02
"Grand Junction, CO",1995,103.3775
"Grand Junction, CO",1996,109.775
"Grand Junction, CO",1997,114.7375
"Grand Junction, CO",1998,121.835
"Grand Junction, CO",1999,127.805
"Grand Junction, CO",2000,133.9025
"Grand Junction, CO",2001,142.7125
"Grand Junction, CO",2002,151.4425
"Grand Junction, CO",2003,160.31
"Grand Junction, CO",2004,173.5625
"Grand Junction, CO",2005,191.2275
"Grand Junction, CO",2006,215.5175
"Grand Junction, CO",2007,244.78
"Grand Junction, CO",2008,252.975
"Grand Junction, CO",2009,240.4225
"Grand Junction, CO",2010,214.685
"Grand Junction, CO",2011,191.6275
"Grand Junction, CO",2012,189.0425
"Grand Junction, CO",2013,196.145
"Grand Junction, CO",2014,198.725
"Grand Junction, CO",2015,209.6325
"Grand Junction, CO",2016,220.825
"Grand Junction, CO",2017,234.045
"Grand Junction, CO",2018,256.7075
"Grand Junction, CO",2019,273.7
"Grand Junction, CO",2020,291.37
"Grand Junction, CO",2021,340.9125
"Grand Junction, CO",2022,392.31
"Grand Junction, CO",2023,414.36
"Grand Rapids-Kentwood, MI",1978,43.985
"Grand Rapids-Kentwood, MI",1979,48.8975
"Grand Rapids-Kentwood, MI",1980,52.9425
"Grand Rapids-Kentwood, MI",1981,56.425
"Grand Rapids-Kentwood, MI",1982,57.42
"Grand Rapids-Kentwood, MI",1983,57.9925
"Grand Rapids-Kentwood, MI",1984,59.0325
"Grand Rapids-Kentwood, MI",1985,62.02
"Grand Rapids-Kentwood, MI",1986,65.3425
"Grand Rapids-Kentwood, MI",1987,70.425
"Grand Rapids-Kentwood, MI",1988,76.1575
"Grand Rapids-Kentwood, MI",1989,81.4425
"Grand Rapids-Kentwood, MI",1990,85.1125
"Grand Rapids-Kentwood, MI",1991,87.925
"Grand Rapids-Kentwood, MI",1992,89.9875
"Grand Rapids-Kentwood, MI",1993,91.68
"Grand Rapids-Kentwood, MI",1994,96.3275
"Grand Rapids-Kentwood, MI",1995,102.39
"Grand Rapids-Kentwood, MI",1996,109.1575
"Grand Rapids-Kentwood, MI",1997,115.57
"Grand Rapids-Kentwood, MI",1998,121.335
"Grand Rapids-Kentwood, MI",1999,128.1875
"Grand Rapids-Kentwood, MI",2000,135.82
"Grand Rapids-Kentwood, MI",2001,142.8625
"Grand Rapids-Kentwood, MI",2002,148.585
"Grand Rapids-Kentwood, MI",2003,153.5425
"Grand Rapids-Kentwood, MI",2004,159.615
"Grand Rapids-Kentwood, MI",2005,165.495
"Grand Rapids-Kentwood, MI",2006,163.5425
"Grand Rapids-Kentwood, MI",2007,160.2425
"Grand Rapids-Kentwood, MI",2008,151.7475
"Grand Rapids-Kentwood, MI",2009,143.56
"Grand Rapids-Kentwood, MI",2010,137.865
"Grand Rapids-Kentwood, MI",2011,133.615
"Grand Rapids-Kentwood, MI",2012,134.26
"Grand Rapids-Kentwood, MI",2013,140.275
"Grand Rapids-Kentwood, MI",2014,150.235
"Grand Rapids-Kentwood, MI",2015,160.9725
"Grand Rapids-Kentwood, MI",2016,173.75
"Grand Rapids-Kentwood, MI",2017,189.1025
"Grand Rapids-Kentwood, MI",2018,204.165
"Grand Rapids-Kentwood, MI",2019,217.4675
"Grand Rapids-Kentwood, MI",2020,230.2875
"Grand Rapids-Kentwood, MI",2021,265.0025
"Grand Rapids-Kentwood, MI",2022,308.895
"Grand Rapids-Kentwood, MI",2023,326.735
"Grants Pass, OR",1990,77.58
"Grants Pass, OR",1991,83.5725
"Grants Pass, OR",1992,89.66
"Grants Pass, OR",1993,95.61
"Grants Pass, OR",1994,98.3925
"Grants Pass, OR",1995,103.9925
"Grants Pass, OR",1996,108.0425
"Grants Pass, OR",1997,111.21
"Grants Pass, OR",1998,116.2075
"Grants Pass, OR",1999,119.455
"Grants Pass, OR",2000,124.9875
"Grants Pass, OR",2001,134.955
"Grants Pass, OR",2002,145.445
"Grants Pass, OR",2003,162.17
"Grants Pass, OR",2004,196.1
"Grants Pass, OR",2005,244.4225
"Grants Pass, OR",2006,269.795
"Grants Pass, OR",2007,262.7725
"Grants Pass, OR",2008,237.5125
"Grants Pass, OR",2009,213.1575
"Grants Pass, OR",2010,188.4125
"Grants Pass, OR",2011,173.51
"Grants Pass, OR",2012,169.1525
"Grants Pass, OR",2013,177.35
"Grants Pass, OR",2014,194.105
"Grants Pass, OR",2015,207.805
"Grants Pass, OR",2016,223.96
"Grants Pass, OR",2017,246.0025
"Grants Pass, OR",2018,264.03
"Grants Pass, OR",2019,274.815
"Grants Pass, OR",2020,293.5575
"Grants Pass, OR",2021,345.0725
"Grants Pass, OR",2022,384.155
"Grants Pass, OR",2023,380.95
"Great Falls, MT",1992,88.64
"Great Falls, MT",1993,91.6025
"Great Falls, MT",1994,96.53
"Great Falls, MT",1995,101.5675
"Great Falls, MT",1996,107.1125
"Great Falls, MT",1997,112.26
"Great Falls, MT",1998,117.4675
"Great Falls, MT",1999,118.1925
"Great Falls, MT",2000,121.5
"Great Falls, MT",2001,127.3775
"Great Falls, MT",2002,131.355
"Great Falls, MT",2003,136.265
"Great Falls, MT",2004,143.5175
"Great Falls, MT",2005,156.2875
"Great Falls, MT",2006,170.0775
"Great Falls, MT",2007,181.8375
"Great Falls, MT",2008,186.995
"Great Falls, MT",2009,188.3975
"Great Falls, MT",2010,183.9025
"Great Falls, MT",2011,184.01
"Great Falls, MT",2012,188.36
"Great Falls, MT",2013,194.15
"Great Falls, MT",2014,196.955
"Great Falls, MT",2015,202.2525
"Great Falls, MT",2016,207.3525
"Great Falls, MT",2017,215.535
"Great Falls, MT",2018,224.8575
"Great Falls, MT",2019,230.7175
"Great Falls, MT",2020,243.77
"Great Falls, MT",2021,277.41
"Great Falls, MT",2022,335.18
"Great Falls, MT",2023,354.335
"Greeley, CO",1983,63.38666667
"Greeley, CO",1984,65.465
"Greeley, CO",1985,68.0325
"Greeley, CO",1986,71.4175
"Greeley, CO",1987,70.4375
"Greeley, CO",1988,67.2725
"Greeley, CO",1989,67.85
"Greeley, CO",1990,69.1075
"Greeley, CO",1991,71.4775
"Greeley, CO",1992,75.9425
"Greeley, CO",1993,83.3025
"Greeley, CO",1994,94.9825
"Greeley, CO",1995,104.2075
"Greeley, CO",1996,111.0075
"Greeley, CO",1997,116.945
"Greeley, CO",1998,124.21
"Greeley, CO",1999,131.3275
"Greeley, CO",2000,140.9775
"Greeley, CO",2001,154.8375
"Greeley, CO",2002,165.1
"Greeley, CO",2003,169.8675
"Greeley, CO",2004,173.4925
"Greeley, CO",2005,178.4075
"Greeley, CO",2006,177.0425
"Greeley, CO",2007,170.9825
"Greeley, CO",2008,160.86
"Greeley, CO",2009,158.43
"Greeley, CO",2010,152.9125
"Greeley, CO",2011,151.2725
"Greeley, CO",2012,154.535
"Greeley, CO",2013,164.52
"Greeley, CO",2014,182.825
"Greeley, CO",2015,204.625
"Greeley, CO",2016,227.895
"Greeley, CO",2017,251.83
"Greeley, CO",2018,276.4825
"Greeley, CO",2019,291.6625
"Greeley, CO",2020,304.27
"Greeley, CO",2021,345.33
"Greeley, CO",2022,398.7775
"Greeley, CO",2023,409.64
"Green Bay, WI",1985,66.37
"Green Bay, WI",1986,67.7075
"Green Bay, WI",1987,69.4875
