Year,MSA,"City, State",City,State,CoC Number,CoC Name,Overall Homeless,Population,Rate of Homelessness
2010,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-601,Ft Lauderdale/Broward County CoC,3225,5564635,0.057955284
2010,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-605,West Palm Beach/Palm Beach County CoC,2147,5564635,0.038582944
2010,"Atlanta-Sandy Springs-Alpharetta, GA MSA","Atlanta, GA",Atlanta,GA,GA-500,Atlanta CoC,7019,5268860,0.133216673
2010,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-502,"Waukegan, North Chicago/Lake County CoC",474,9461105,0.005009986
2010,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-510,Chicago CoC,6240,9461105,0.065954241
2010,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-511,Cook County CoC,1390,9461105,0.01469173
2010,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-517,"Aurora, Elgin/Kane County CoC",445,9461105,0.004703468
2010,"Indianapolis-Carmel-Anderson, IN MSA","Indianapolis, IN",Indianapolis,IN,IN-503,Indianapolis CoC,1494,1756241,0.085068052
2010,"Kansas City, MO-KS MSA","Kansas City, KS",Kansas City,KS,KS-505,"Overland Park, Shawnee/Johnson County CoC",210,2035334,0.010317717
2010,"Louisville/Jefferson County, KY-IN MSA","Louisville, KY",Louisville,KY,KY-501,Louisville-Jefferson County CoC,1626,1283566,0.126678332
2010,"Boston-Cambridge-Newton, MA-NH MSA","Boston, MA",Boston,MA,MA-500,Boston CoC,5139,4552402,0.112885461
2010,"Providence-Warwick, RI-MA MSA","Providence, MA",Providence,MA,MA-505,New Bedford CoC,374,1600852,0.023362559
2010,"Boston-Cambridge-Newton, MA-NH MSA","Boston, MA",Boston,MA,MA-509,Cambridge CoC,559,4552402,0.012279232
2010,"Baltimore-Columbia-Towson, MD MSA","Baltimore, MD",Baltimore,MD,MD-501,Baltimore CoC,3419,2710489,0.126139601
2010,"Baltimore-Columbia-Towson, MD MSA","Baltimore, MD",Baltimore,MD,MD-600,Prince George's County CoC,789,2710489,0.029109139
2010,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-501,Detroit CoC,2812,4296250,0.065452429
2010,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",458,4296250,0.01066046
2010,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-503,"St. Clair Shores, Warren/Macomb County CoC",896,4296250,0.020855397
2010,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-504,"Pontiac, Royal Oak/Oakland County CoC",731,4296250,0.017014839
2010,"Minneapolis-St Paul-Bloomington, MN-WI MSA","Minneapolis, MN",Minneapolis,MN,MN-500,Minneapolis/Hennepin County CoC,3056,3279833,0.093175476
2010,"Minneapolis-St Paul-Bloomington, MN-WI MSA","Minneapolis, MN",Minneapolis,MN,MN-501,Saint Paul/Ramsey County CoC,1424,3279833,0.043416845
2010,"St. Louis, MO-IL MSA","St. Louis, MO",St. Louis,MO,MO-500,St. Louis County CoC,659,2812896,0.023427812
2010,"St. Louis, MO-IL MSA","St. Louis, MO",St. Louis,MO,MO-501,St.Louis City CoC,1305,2812896,0.046393468
2010,"Kansas City, MO-KS MSA","Kansas City, KS",Kansas City,KS,MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",2153,2035334,0.105781164
2010,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-502,Durham City & County CoC,675,1130490,0.059708622
2010,"Charlotte-Concord-Gastonia, NC-SC MSA","Charlotte, NC",Charlotte,NC,NC-505,Charlotte/Mecklenberg CoC,2841,1758038,0.161600602
2010,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-507,Raleigh/Wake County CoC,1180,1130490,0.104379517
2010,"Charlotte-Concord-Gastonia, NC-SC MSA","Charlotte, NC",Charlotte,NC,NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",324,1758038,0.018429636
2010,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-513,Chapel Hill/Orange County CoC,135,1130490,0.011941724
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-500,Atlantic City & County CoC,588,5965343,0.009856935
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1572,5965343,0.026352215
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-504,Newark/Essex County CoC,1716,18897109,0.009080754
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-506,"Jersey City, Bayonne/Hudson County CoC",1779,18897109,0.009414138
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-507,New Brunswick/Middlesex County CoC,1535,18897109,0.008122936
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-508,Monmouth County CoC,604,18897109,0.003196256
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-509,Morris County CoC,297,18897109,0.001571669
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-510,Lakewood Township/Ocean County CoC,590,18897109,0.003122171
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-512,Salem County CoC,146,5965343,0.00244747
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-513,Somerset County CoC,310,18897109,0.001640463
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-514,Trenton/Mercer County CoC,901,5965343,0.015103909
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-515,Elizabeth/Union County CoC,1212,18897109,0.006413679
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",551,18897109,0.00291579
2010,"Las Vegas-Henderson-Paradise, NV MSA","Las Vegas, NV",Las Vegas,NV,NV-500,Las Vegas/Clark County CoC,9949,1951269,0.509873318
2010,"Buffalo-Cheektowaga, NY MSA","Buffalo, NY",Buffalo,NY,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",1137,1135509,0.100131307
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-600,New York City CoC,53187,18897109,0.281455751
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-603,"Nassau, Suffolk Counties CoC",3163,18897109,0.01673801
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1339,18897109,0.00708574
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-606,Rockland County CoC,141,18897109,0.000746146
2010,"Cincinnati, OH-KY-IN MSA","Cincinnati, OH",Cincinnati,OH,OH-500,Cincinnati/Hamilton County CoC,1006,2130151,0.047226699
2010,"Cleveland-Elyria, OH MSA","Cleveland, OH",Cleveland,OH,OH-502,Cleveland/Cuyahoga County CoC,2278,2077240,0.109664747
2010,"Columbus, OH MSA","Columbus, OH",Columbus,OH,OH-503,Columbus/Franklin County CoC,1387,1836536,0.075522614
2010,"Oklahoma City, OK MSA","Oklahoma City, OK",Oklahoma City,OK,OK-502,Oklahoma City CoC,1128,1252987,0.090024877
2010,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-501,"Portland, Gresham/Multnomah County CoC",4235,2226009,0.190250803
2010,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-506,"Hillsboro, Beaverton/Washington County CoC",950,2226009,0.042677276
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-500,Philadelphia CoC,6084,5965343,0.101989106
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",716,5965343,0.012002663
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",428,5965343,0.007174776
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-505,Chester County CoC,319,5965343,0.005347555
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-506,Reading/Berks County CoC,513,5965343,0.008599673
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-511,"Bristol, Bensalem/Bucks County CoC",474,5965343,0.007945897
2010,"Pittsburgh, PA MSA","Pittsburgh, PA",Pittsburgh,PA,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1265,2356285,0.053686205
2010,"Providence-Warwick, RI-MA MSA","Providence, MA",Providence,MA,RI-500,Rhode Island Statewide CoC,1282,1600852,0.080082356
2010,"Memphis, TN-MS-AR MSA","Memphis, TN",Memphis,TN,TN-501,Memphis/Shelby County CoC,1657,1316100,0.125902287
2010,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville, TN",Nashville,TN,TN-504,Nashville-Davidson County CoC,2324,1589934,0.146169589
2010,"San Antonio-New Braunfels, TX MSA","San Antonio, TX",San Antonio,TX,TX-500,San Antonio/Bexar County CoC,3291,2142508,0.153605027
2010,"Austin-Round Rock-Georgetown, TX MSA","Austin, TX",Austin,TX,TX-503,Austin/Travis County CoC,2087,1716289,0.121599567
2010,"Dallas-Fort Worth-Arlington, TX MSA","Dallas, TX",Dallas,TX,TX-600,"Dallas City & County, Irving CoC",3710,6371773,0.058225552
2010,"Dallas-Fort Worth-Arlington, TX MSA","Dallas, TX",Dallas,TX,TX-601,"Fort Worth, Arlington/Tarrant County CoC",2181,6371773,0.034229091
2010,"Houston-The Woodlands-Sugar Land, TX MSA","Houston, TX",Houston,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",6368,5946800,0.107082801
2010,"Salt Lake City, UT MSA","Salt Lake City, UT",Salt Lake City,UT,UT-500,Salt Lake City & County CoC,1968,1124197,0.175058286
2010,"Richmond, VA MSA","Richmond, VA",Richmond,VA,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",1012,1258251,0.080429104
2010,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",625,1671683,0.037387471
2010,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-503,Virginia Beach CoC,517,1671683,0.030926916
2010,"Virginia Beach-Norfolk-Newport News, VA-NC MSA","Virginia Beach, VA",Virginia Beach,VA,VA-505,"Newport News, Hampton/Virginia Peninsula CoC",607,1671683,0.036310712
2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-600,Arlington County CoC,535,5582170,0.009584086
2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-601,Fairfax County CoC,1552,5582170,0.027802808
2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-602,Loudoun County CoC,157,5582170,0.002812526
2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-603,Alexandria CoC,359,5582170,0.006431191
2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,VA-604,Prince William County CoC,508,5582170,0.009100404
2010,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-500,Seattle/King County CoC,9022,3439809,0.262282005
2010,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-503,"Tacoma, Lakewood/Pierce County CoC",1807,3439809,0.052531987
2010,"Seattle-Tacoma-Bellevue, WA MSA","Seattle, WA",Seattle,WA,WA-504,Everett/Snohomish County CoC,2018,3439809,0.058666048
2010,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,WA-508,Vancouver/Clark County CoC,1104,2226009,0.049595487
2010,"Milwaukee-Waukesha, WI MSA","Milwaukee, WI",Milwaukee,WI,WI-501,Milwaukee City & County CoC,1537,1555908,0.098784761
2009,"Birmingham-Hoover, AL MSA","Birmingham, AL",Birmingham,AL,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2273,1120227,0.202905304
2009,"Phoenix-Mesa-Chandler, AZ MSA","Phoenix, AZ",Phoenix,AZ,AZ-502,"Phoenix, Mesa/Maricopa County CoC",7889,4087664,0.192995315
2009,"San Jose-Sunnyvale-Santa Clara, CA MSA","San Jose, CA",San Jose,CA,CA-500,San Jose/Santa Clara City & County CoC,7086,1826542,0.387946185
2009,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-501,San Francisco CoC,5823,4313746,0.134987085
2009,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-502,"Oakland, Berkeley/Alameda County CoC",4341,4313746,0.100631794
2009,"Sacramento-Roseville-Folsom, CA MSA","Sacramento, CA",Sacramento,CA,CA-503,Sacramento City & County CoC,2800,2110995,0.132638874
2009,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-507,Marin County CoC,1026,4313746,0.023784432
2009,"Fresno, CA MSA","Fresno, CA",Fresno,CA,CA-514,Fresno City & County/Madera County CoC,4345,916433,0.474120858
2009,"San Francisco-Oakland-Berkeley, CA MSA","San Francisco, CA",San Francisco,CA,CA-517,Napa City & County CoC,314,4313746,0.007279056
2009,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-600,Los Angeles City & County CoC,33243,12781746,0.260081839
2009,"San Diego-Chula Vista-Carlsbad, CA MSA","San Diego, CA",San Diego,CA,CA-601,San Diego City and County CoC,7995,3065942,0.260768142
2009,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-602,"Santa Ana, Anaheim/Orange County CoC",8333,12781746,0.065194536
2009,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-606,Long Beach CoC,3909,12781746,0.030582676
2009,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-607,Pasadena CoC,1144,12781746,0.008950264
2009,"Riverside-San Bernardino-Ontario, CA MSA","Riverside, CA",Riverside,CA,CA-608,Riverside City & County CoC,3366,4116072,0.081776995
2009,"Riverside-San Bernardino-Ontario, CA MSA","Riverside, CA",Riverside,CA,CA-609,San Bernardino City & County CoC,2026,4116072,0.049221685
2009,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2193,12781746,0.01715728
2009,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-612,Glendale CoC,306,12781746,0.002394039
2009,"Los Angeles-Long Beach-Anaheim, CA MSA","Los Angeles, CA",Los Angeles,CA,CA-613,Imperial County CoC,505,12781746,0.003950947
2009,"Denver-Aurora-Lakewood, CO MSA","Denver, CO",Denver,CO,CO-503,Metropolitan Denver CoC,8752,2504473,0.349454756
2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","Washington, DC",Washington,DC,DC-500,District of Columbia CoC,6228,5498096,0.113275578
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,DE-500,Delaware Statewide CoC,1130,5936922,0.019033432
2009,"Tampa-St Petersburg-Clearwater, FL MSA","Tampa, FL",Tampa,FL,FL-501,Tampa/Hillsborough County CoC,7473,2741856,0.272552607
2009,"Tampa-St Petersburg-Clearwater, FL MSA","Tampa, FL",Tampa,FL,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",3419,2741856,0.124696556
2009,"Orlando-Kissimmee-Sanford, FL MSA","Orlanda, FL",Orlanda,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",3970,2079482,0.190912929
2009,"Jacksonville, FL MSA","Jacksonville, FL",Jacksonville,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",2442,1321452,0.184796724
2009,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-600,Miami-Dade County CoC,4333,5506247,0.078692438
2009,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-601,Ft Lauderdale/Broward County CoC,3225,5506247,0.058569839
2009,"Miami-Fort Lauderdale-Pompano Beach, FL MSA","Miami, FL",Miami,FL,FL-605,West Palm Beach/Palm Beach County CoC,2147,5506247,0.038992076
2009,"Atlanta-Sandy Springs-Alpharetta, GA MSA","Atlanta, GA",Atlanta,GA,GA-500,Atlanta CoC,7019,5156598,0.136116874
2009,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-502,"Waukegan, North Chicago/Lake County CoC",370,9424184,0.003926069
2009,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-510,Chicago CoC,6240,9424184,0.066212629
2009,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-511,Cook County CoC,1378,9424184,0.014621956
2009,"Chicago-Naperville-Elgin, IL-IN-WI MSA","Chicago, IL",Chicago,IL,IL-517,"Aurora, Elgin/Kane County CoC",445,9424184,0.004721894
2009,"Indianapolis-Carmel-Anderson, IN MSA","Indianapolis, IN",Indianapolis,IN,IN-503,Indianapolis CoC,1454,1731632,0.083967032
2009,"Kansas City, MO-KS MSA","Kansas City, KS",Kansas City,KS,KS-505,"Overland Park, Shawnee/Johnson County CoC",210,2014468,0.010424589
2009,"Louisville/Jefferson County, KY-IN MSA","Louisville, KY",Louisville,KY,KY-501,Louisville-Jefferson County CoC,1515,1270855,0.119211082
2009,"Boston-Cambridge-Newton, MA-NH MSA","Boston, MA",Boston,MA,MA-500,Boston CoC,5101,4536034,0.112455065
2009,"Providence-Warwick, RI-MA MSA","Providence, MA",Providence,MA,MA-505,New Bedford CoC,510,1599057,0.031893797
2009,"Boston-Cambridge-Newton, MA-NH MSA","Boston, MA",Boston,MA,MA-509,Cambridge CoC,637,4536034,0.014043105
2009,"Baltimore-Columbia-Towson, MD MSA","Baltimore, MD",Baltimore,MD,MD-501,Baltimore CoC,3419,2694312,0.126896959
2009,"Baltimore-Columbia-Towson, MD MSA","Baltimore, MD",Baltimore,MD,MD-600,Prince George's County CoC,853,2694312,0.031659288
2009,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-501,Detroit CoC,3694,4311631,0.085675235
2009,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",428,4311631,0.009926638
2009,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-503,"St. Clair Shores, Warren/Macomb County CoC",877,4311631,0.020340331
2009,"Detroit-Warren-Dearborn, MI MSA","Detroit, MI",Detroit,MI,MI-504,"Pontiac, Royal Oak/Oakland County CoC",661,4311631,0.015330625
2009,"Minneapolis-St Paul-Bloomington, MN-WI MSA","Minneapolis, MN",Minneapolis,MN,MN-500,Minneapolis/Hennepin County CoC,3281,3247317,0.101037256
2009,"Minneapolis-St Paul-Bloomington, MN-WI MSA","Minneapolis, MN",Minneapolis,MN,MN-501,Saint Paul/Ramsey County CoC,1377,3247317,0.042404237
2009,"St. Louis, MO-IL MSA","St. Louis, MO",St. Louis,MO,MO-500,St. Louis County CoC,643,2801261,0.022953948
2009,"St. Louis, MO-IL MSA","St. Louis, MO",St. Louis,MO,MO-501,St.Louis City CoC,1306,2801261,0.046621861
2009,"Kansas City, MO-KS MSA","Kansas City, KS",Kansas City,KS,MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",1809,2014468,0.089800384
2009,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-502,Durham City & County CoC,536,1091666,0.049099267
2009,"Charlotte-Concord-Gastonia, NC-SC MSA","Charlotte, NC",Charlotte,NC,NC-505,Charlotte/Mecklenberg CoC,2594,1709721,0.151720661
2009,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-507,Raleigh/Wake County CoC,1152,1091666,0.105526782
2009,"Charlotte-Concord-Gastonia, NC-SC MSA","Charlotte, NC",Charlotte,NC,NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",580,1709721,0.033923664
2009,"Raleigh-Cary, NC MSA","Raleigh, NC",Raleigh,NC,NC-513,Chapel Hill/Orange County CoC,156,1091666,0.014290085
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-500,Atlantic City & County CoC,461,5936922,0.007764966
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1116,5936922,0.018797619
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-504,Newark/Essex County CoC,1730,18838898,0.009183127
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-506,"Jersey City, Bayonne/Hudson County CoC",1779,18838898,0.009443228
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-507,New Brunswick/Middlesex County CoC,796,18838898,0.0042253
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-508,Monmouth County CoC,676,18838898,0.00358832
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-509,Morris County CoC,302,18838898,0.001603066
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-510,Lakewood Township/Ocean County CoC,453,18838898,0.002404599
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-512,Salem County CoC,148,5936922,0.002492874
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-513,Somerset County CoC,298,18838898,0.001581834
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,NJ-514,Trenton/Mercer County CoC,1062,5936922,0.017888057
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-515,Elizabeth/Union County CoC,1116,18838898,0.005923913
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",514,18838898,0.002728397
2009,"Las Vegas-Henderson-Paradise, NV MSA","Las Vegas, NV",Las Vegas,NV,NV-500,Las Vegas/Clark County CoC,9949,1884256,0.52800681
2009,"Buffalo-Cheektowaga, NY MSA","Buffalo, NY",Buffalo,NY,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",1069,1138923,0.093860603
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-600,New York City CoC,49343,18838898,0.261920841
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-603,"Nassau, Suffolk Counties CoC",2639,18838898,0.01400825
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1531,18838898,0.008126802
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA","New York, NY",New York,NY,NY-606,Rockland County CoC,139,18838898,0.000737835
2009,"Cincinnati, OH-KY-IN MSA","Cincinnati, OH",Cincinnati,OH,OH-500,Cincinnati/Hamilton County CoC,1140,2117781,0.053829929
2009,"Cleveland-Elyria, OH MSA","Cleveland, OH",Cleveland,OH,OH-502,Cleveland/Cuyahoga County CoC,2236,2084224,0.107282135
2009,"Columbus, OH MSA","Columbus, OH",Columbus,OH,OH-503,Columbus/Franklin County CoC,1359,1812820,0.074966075
2009,"Oklahoma City, OK MSA","Oklahoma City, OK",Oklahoma City,OK,OK-502,Oklahoma City CoC,1475,1236261,0.119311375
2009,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-501,"Portland, Gresham/Multnomah County CoC",4085,2194230,0.186170092
2009,"Portland-Vancouver-Hillsboro, OR-WA MSA","Portland, OR",Portland,OR,OR-506,"Hillsboro, Beaverton/Washington County CoC",748,2194230,0.034089407
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-500,Philadelphia CoC,6304,5936922,0.106182968
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",778,5936922,0.013104434
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",469,5936922,0.007899716
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-505,Chester County CoC,351,5936922,0.005912154
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-506,Reading/Berks County CoC,385,5936922,0.006484842
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia, PA",Philadelphia,PA,PA-511,"Bristol, Bensalem/Bucks County CoC",474,5936922,0.007983935
2009,"Pittsburgh, PA MSA","Pittsburgh, PA",Pittsburgh,PA,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1418,2363660,0.059991708
2009,"Providence-Warwick, RI-MA MSA","Providence, MA",Providence,MA,RI-500,Rhode Island Statewide CoC,1607,1599057,0.10049673
2009,"Memphis, TN-MS-AR MSA","Memphis, TN",Memphis,TN,TN-501,Memphis/Shelby County CoC,1613,1304566,0.123642652
2009,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville, TN",Nashville,TN,TN-504,Nashville-Davidson County CoC,2236,1559652,0.143365315
2009,"San Antonio-New Braunfels, TX MSA","San Antonio, TX",San Antonio,TX,TX-500,San Antonio/Bexar County CoC,2690,2094947,0.128404203
2009,"Austin-Round Rock-Georgetown, TX MSA","Austin, TX",Austin,TX,TX-503,Austin/Travis County CoC,2641,1662701,0.158837939
