"","City","State","Income","MoE","Year"
"28711","Bolingbrook village"," Illinois",91928,11070,2022
"28811","Champaign city"," Illinois",56148,4635,2022
"28911","Chicago city"," Illinois",70386,1849,2022
"29011","Cicero town"," Illinois",67111,5880,2022
"29115","Decatur city"," Illinois",49714,4935,2022
"29213","Elgin city"," Illinois",85167,6672,2022
"29311","Evanston city"," Illinois",97144,8387,2022
"29411","Joliet city"," Illinois",86928,4941,2022
"29511","Naperville city"," Illinois",140831,8558,2022
"29611","Palatine village"," Illinois",92621,7311,2022
"29711","Peoria city"," Illinois",55955,5886,2022
"29811","Rockford city"," Illinois",53994,3363,2022
"29911","Schaumburg village"," Illinois",92666,5310,2022
"30011","Skokie village"," Illinois",97059,13038,2022
"30115","Springfield city"," Illinois",60082,5899,2022
"30213","Waukegan city"," Illinois",64299,4502,2022
"30311","Bloomington city"," Indiana",47360,8434,2022
"30411","Carmel city"," Indiana",130332,10173,2022
"30511","Evansville city"," Indiana",48127,3051,2022
"30611","Fishers city"," Indiana",125159,11895,2022
"30711","Fort Wayne city"," Indiana",58439,2769,2022
"30811","Gary city"," Indiana",36153,7963,2022
"30911","Hammond city"," Indiana",53878,4547,2022
"31015","Indianapolis city (balance)"," Indiana",61501,2891,2022
"31115","Lafayette city"," Indiana",51439,3255,2022
"31214","Muncie city"," Indiana",40968,4391,2022
"31312","Noblesville city"," Indiana",106025,15523,2022
"31412","South Bend city"," Indiana",51610,3367,2022
"31511","Ames city"," Iowa",52565,7278,2022
"31611","Ankeny city"," Iowa",103578,15761,2022
"31711","Cedar Rapids city"," Iowa",64435,3236,2022
"31811","Davenport city"," Iowa",54630,3796,2022
"31911","Des Moines city"," Iowa",58018,4631,2022
"32011","Iowa City city"," Iowa",55598,7179,2022
"32115","Sioux City city"," Iowa",61836,9350,2022
"32213","Waterloo city"," Iowa",52888,4339,2022
"32311","West Des Moines city"," Iowa",85731,11569,2022
"32411","Kansas City city"," Kansas",58233,3923,2022
"32511","Lawrence city"," Kansas",59963,5629,2022
"32611","Olathe city"," Kansas",100972,6891,2022
"32711","Overland Park city"," Kansas",96694,5289,2022
"32811","Shawnee city"," Kansas",101063,5756,2022
"32911","Topeka city"," Kansas",50709,2108,2022
"33011","Wichita city"," Kansas",59277,3259,2022
"33115","Bowling Green city"," Kentucky",45812,5767,2022
"33213","Lexington-Fayette urban county"," Kentucky",62908,3120,2022
"33311","Louisville/Jefferson County metro government (balance)"," Kentucky",63049,2258,2022
"33411","Baton Rouge city"," Louisiana",50304,4477,2022
"33511","Kenner city"," Louisiana",56906,5550,2022
"33611","Lafayette city"," Louisiana",50504,3472,2022
"33711","Lake Charles city"," Louisiana",56666,8331,2022
"33811","Metairie CDP"," Louisiana",74528,7702,2022
"33911","New Orleans city"," Louisiana",52322,2057,2022
"34011","Shreveport city"," Louisiana",43643,3601,2022
"34115","Portland city"," Maine",69046,6492,2022
"34213","Baltimore city"," Maryland",55198,2901,2022
"34311","Bethesda CDP"," Maryland",158720,13336,2022
"34411","Columbia CDP"," Maryland",120675,11931,2022
"34511","Dundalk CDP"," Maryland",50648,11698,2022
"34611","Ellicott City CDP"," Maryland",165588,20489,2022
"34711","Frederick city"," Maryland",94767,13241,2022
"34811","Gaithersburg city"," Maryland",95453,16682,2022
"34911","Germantown CDP"," Maryland",108426,11683,2022
"35011","Glen Burnie CDP"," Maryland",77666,9616,2022
"35115","Rockville city"," Maryland",106338,9809,2022
"35213","Silver Spring CDP"," Maryland",81557,8863,2022
"35311","Waldorf CDP"," Maryland",107462,11363,2022
"35411","Boston city"," Massachusetts",86331,3783,2022
"35511","Brockton city"," Massachusetts",74799,7790,2022
"35611","Cambridge city"," Massachusetts",109358,10749,2022
"35711","Fall River city"," Massachusetts",46789,6660,2022
"35811","Framingham city"," Massachusetts",89494,5531,2022
"35911","Haverhill city"," Massachusetts",85561,6730,2022
"36011","Lawrence city"," Massachusetts",60632,5361,2022
"36115","Lowell city"," Massachusetts",72349,5904,2022
"36213","Lynn city"," Massachusetts",62374,13632,2022
"36311","Malden city"," Massachusetts",99497,11427,2022
"36411","Medford city"," Massachusetts",113253,12048,2022
"36511","New Bedford city"," Massachusetts",53024,4830,2022
"36611","Newton city"," Massachusetts",163074,21936,2022
"36711","Quincy city"," Massachusetts",90205,15238,2022
"36811","Somerville city"," Massachusetts",124110,10781,2022
"36911","Springfield city"," Massachusetts",44286,4177,2022
"37011","Worcester city"," Massachusetts",61935,3723,2022
"37115","Ann Arbor city"," Michigan",78740,8212,2022
"37213","Dearborn city"," Michigan",58467,9098,2022
"37311","Detroit city"," Michigan",36453,1593,2022
"37411","Farmington Hills city"," Michigan",104593,6987,2022
"37511","Flint city"," Michigan",33036,2740,2022
"37611","Grand Rapids city"," Michigan",65660,3504,2022
"37711","Kalamazoo city"," Michigan",43509,4944,2022
"37811","Lansing city"," Michigan",48962,4140,2022
"37911","Livonia city"," Michigan",92125,5879,2022
"38011","Novi city"," Michigan",101756,9663,2022
"38115","Rochester Hills city"," Michigan",107137,13019,2022
"38213","Southfield city"," Michigan",65316,4740,2022
"38311","Sterling Heights city"," Michigan",78049,5620,2022
"38411","Troy city"," Michigan",109444,12298,2022
"38511","Warren city"," Michigan",60285,4054,2022
"38611","Westland city"," Michigan",56630,3199,2022
"38711","Wyoming city"," Michigan",64499,7059,2022
"38811","Blaine city"," Minnesota",105987,6179,2022
"38911","Bloomington city"," Minnesota",87282,7264,2022
"39011","Brooklyn Park city"," Minnesota",80275,4663,2022
"39115","Duluth city"," Minnesota",59583,6388,2022
"39213","Eagan city"," Minnesota",97838,7221,2022
"39311","Lakeville city"," Minnesota",124452,13767,2022
"39411","Maple Grove city"," Minnesota",111829,11904,2022
"39511","Minneapolis city"," Minnesota",74473,3849,2022
"39611","Plymouth city"," Minnesota",106858,16608,2022
"39711","Rochester city"," Minnesota",81198,7830,2022
"39811","St. Cloud city"," Minnesota",55803,5712,2022
"39911","St. Paul city"," Minnesota",67725,4864,2022
"40011","Woodbury city"," Minnesota",117201,12959,2022
"40115","Gulfport city"," Mississippi",43047,3125,2022
"40213","Jackson city"," Mississippi",40631,2743,2022
"40311","Columbia city"," Missouri",58067,2870,2022
"40411","Independence city"," Missouri",53082,3191,2022
"40511","Kansas City city"," Missouri",62175,2666,2022
"40611","Lee's Summit city"," Missouri",89140,7653,2022
"40711","O'Fallon city"," Missouri",105240,10350,2022
"40811","St. Charles city"," Missouri",85798,6506,2022
"40911","St. Joseph city"," Missouri",53012,5089,2022
"41015","St. Louis city"," Missouri",52847,2927,2022
"41115","Springfield city"," Missouri",45400,3091,2022
"41214","Billings city"," Montana",77711,4963,2022
"41312","Missoula city"," Montana",59590,6163,2022
"41412","Lincoln city"," Nebraska",62391,3804,2022
"41511","Omaha city"," Nebraska",67450,2310,2022
"41611","Enterprise CDP"," Nevada",90005,4134,2022
"41711","Henderson city"," Nevada",81695,3492,2022
"41811","Las Vegas city"," Nevada",68905,2475,2022
"41911","North Las Vegas city"," Nevada",75459,3914,2022
"42011","Paradise CDP"," Nevada",55578,3943,2022
"42115","Reno city"," Nevada",72103,4132,2022
"42213","Sparks city"," Nevada",81512,6418,2022
"42311","Spring Valley CDP"," Nevada",66959,5855,2022
"42411","Sunrise Manor CDP"," Nevada",58130,3485,2022
"42511","Manchester city"," New Hampshire",74769,5492,2022
"42611","Nashua city"," New Hampshire",96911,5179,2022
"42711","Bayonne city"," New Jersey",79363,8213,2022
"42811","Camden city"," New Jersey",37075,8755,2022
"42911","Clifton city"," New Jersey",95147,10356,2022
"43011","East Orange city"," New Jersey",43527,9004,2022
"43115","Elizabeth city"," New Jersey",64113,7846,2022
"43213","Jersey City city"," New Jersey",94080,8678,2022
"43311","Lakewood CDP"," New Jersey",59460,8725,2022
"43411","Newark city"," New Jersey",49688,4647,2022
"43511","Passaic city"," New Jersey",51551,6318,2022
"43611","Paterson city"," New Jersey",47373,3626,2022
"43711","Toms River CDP"," New Jersey",92295,11690,2022
